,drug vector,probabilistic score
110,1 1 0 1 1 1 0,70.1987072061288
111,1 1 0 1 1 1 1,70.1987072061288
112,1 1 1 0 0 0 0,29.686377783097917
113,1 1 1 0 0 0 1,30.29925784055542
114,1 1 1 0 0 1 0,31.405314819248265
115,1 1 1 0 0 1 1,31.405314819248265
116,1 1 1 0 1 0 0,36.54776155135265
117,1 1 1 0 1 0 1,37.40962413215227
118,1 1 1 0 1 1 0,38.956188652142686
119,1 1 1 0 1 1 1,38.956188652142686
120,1 1 1 1 0 0 0,58.12305482403639
121,1 1 1 1 0 0 1,58.984917404836004
122,1 1 1 1 0 1 0,60.53148192482644
123,1 1 1 1 0 1 1,60.53148192482644
124,1 1 1 1 1 0 0,66.21977495810391
125,1 1 1 1 1 0 1,68.02489825233421
126,1 1 1 1 1 1 0,70.96959540339957
127,1 1 1 1 1 1 1,70.96959540339957
