,drug vector,probabilistic score
68,1 0 0 0 1 0 0,35.28147829823807
69,1 0 0 0 1 0 1,36.44177051998281
70,1 0 0 0 1 1 0,38.50451224752901
71,1 0 0 0 1 1 1,38.50451224752901
72,1 0 0 1 0 0 0,57.670820799312416
73,1 0 0 1 0 0 1,58.831113021057156
74,1 0 0 1 0 1 0,60.893854748603346
75,1 0 0 1 0 1 1,60.893854748603346
76,1 0 0 1 1 0 0,70.56295659647614
77,1 0 0 1 1 0 1,72.53975075204126
78,1 0 0 1 1 1 0,75.71981091534164
79,1 0 0 1 1 1 1,75.71981091534164
80,1 0 1 0 0 0 0,34.980661796304254
81,1 0 1 0 0 0 1,36.0550064460679
82,1 0 1 0 0 1 0,37.94585302965191
83,1 0 1 0 0 1 1,37.94585302965191
84,1 0 1 0 1 0 0,43.05973356252686
85,1 0 1 0 1 0 1,44.305973356252686
86,1 0 1 0 1 1 0,46.540610227761064
87,1 0 1 0 1 1 1,46.540610227761064
88,1 0 1 1 0 0 0,60.97980232058444
89,1 0 1 1 0 0 1,62.226042114310275
90,1 0 1 1 0 1 0,64.46067898581866
91,1 0 1 1 0 1 1,64.46067898581866
92,1 0 1 1 1 0 0,71.20756338633434
93,1 0 1 1 1 0 1,73.0554361839278
94,1 0 1 1 1 1 0,76.1495487752471
95,1 0 1 1 1 1 1,76.1495487752471
96,1 1 0 0 0 0 0,25.39750752041255
97,1 1 0 0 0 0 1,26.385904598195104
98,1 1 0 0 0 1 0,28.104856037816933
99,1 1 0 0 0 1 1,28.104856037816933
100,1 1 0 0 1 0 0,35.28147829823807
101,1 1 0 0 1 0 1,36.44177051998281
102,1 1 0 0 1 1 0,38.50451224752901
103,1 1 0 0 1 1 1,38.50451224752901
104,1 1 0 1 0 0 0,57.670820799312416
105,1 1 0 1 0 0 1,58.831113021057156
106,1 1 0 1 0 1 0,60.893854748603346
107,1 1 0 1 0 1 1,60.893854748603346
108,1 1 0 1 1 0 0,70.56295659647614
109,1 1 0 1 1 0 1,72.53975075204126
110,1 1 0 1 1 1 0,75.71981091534164
111,1 1 0 1 1 1 1,75.71981091534164
112,1 1 1 0 0 0 0,34.980661796304254
113,1 1 1 0 0 0 1,36.0550064460679
114,1 1 1 0 0 1 0,37.94585302965191
115,1 1 1 0 0 1 1,37.94585302965191
116,1 1 1 0 1 0 0,43.05973356252686
117,1 1 1 0 1 0 1,44.305973356252686
118,1 1 1 0 1 1 0,46.540610227761064
119,1 1 1 0 1 1 1,46.540610227761064
120,1 1 1 1 0 0 0,60.97980232058444
121,1 1 1 1 0 0 1,62.226042114310275
122,1 1 1 1 0 1 0,64.46067898581866
123,1 1 1 1 0 1 1,64.46067898581866
124,1 1 1 1 1 0 0,71.20756338633434
125,1 1 1 1 1 0 1,73.0554361839278
126,1 1 1 1 1 1 0,76.1495487752471
127,1 1 1 1 1 1 1,76.1495487752471
