,drug,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
109,"DRG5,DRG17",0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
110,"DRG5,DRG18",0.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
111,"DRG5,DRG19",2.0,2.0,3.5,3.5,2.0,10.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
112,"DRG5,DRG20",0.5,0.5,3.5,3.5,0.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
113,"DRG5,DRG21",0.0,0.0,1.5,1.5,0.0,10.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
114,"DRG5,DRG22",0.0,0.0,1.5,1.5,0.0,10.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
115,"DRG5,DRG23",0.0,0.0,3.5,3.5,0.0,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
116,"DRG5,DRG24",1.0,1.0,3.5,3.5,1.0,10.5,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
117,"DRG5,DRG25",0.0,0.0,2.5,2.5,0.0,8.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
118,"DRG5,DRG26",0.0,0.0,2.5,2.5,0.0,8.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
119,"DRG5,DRG27",0.5,0.5,3.5,3.5,0.5,10.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
120,"DRG6,DRG7",0.0,0.0,0.0,3.5,0.0,0.0,3.5,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
121,"DRG6,DRG8",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
122,"DRG6,DRG9",8.5,8.5,8.5,8.5,8.5,8.5,3.5,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
123,"DRG6,DRG10",4.5,4.5,4.5,4.5,4.5,4.5,3.5,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
124,"DRG6,DRG11",8.0,8.0,8.0,8.0,8.0,8.0,3.5,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
125,"DRG6,DRG12",8.5,8.5,8.5,8.5,8.5,8.5,3.5,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
126,"DRG6,DRG13",4.5,4.5,4.5,4.5,4.5,4.5,3.5,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
127,"DRG6,DRG14",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
128,"DRG6,DRG15",8.5,8.5,8.5,8.5,8.5,8.5,3.5,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
129,"DRG6,DRG16",4.5,4.5,4.5,4.5,4.5,4.5,3.5,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
130,"DRG6,DRG17",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
131,"DRG6,DRG18",8.0,8.0,8.0,8.0,8.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
132,"DRG6,DRG19",10.5,10.5,10.5,10.5,10.5,10.5,3.5,2.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
133,"DRG6,DRG20",10.5,10.5,10.5,10.5,10.5,10.5,3.5,0.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
134,"DRG6,DRG21",10.5,10.5,10.5,10.5,10.5,10.5,1.5,0.0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
135,"DRG6,DRG22",10.5,10.5,10.5,10.5,10.5,10.5,1.5,0.0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
136,"DRG6,DRG23",4.5,4.5,4.5,4.5,4.5,4.5,3.5,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
137,"DRG6,DRG24",10.5,10.5,10.5,10.5,10.5,10.5,3.5,1.0,3.5,3.5,3.5,3.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
138,"DRG6,DRG25",8.5,8.5,8.5,8.5,8.5,8.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
139,"DRG6,DRG26",8.5,8.5,8.5,8.5,8.5,8.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
140,"DRG6,DRG27",10.5,10.5,10.5,10.5,10.5,10.5,3.5,0.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
141,"DRG7,DRG8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
142,"DRG7,DRG9",0.0,0.0,3.5,3.5,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
143,"DRG7,DRG10",0.0,0.0,3.5,3.5,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
144,"DRG7,DRG11",0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
145,"DRG7,DRG12",0.0,0.0,3.5,3.5,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
146,"DRG7,DRG13",0.0,0.0,3.5,3.5,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
147,"DRG7,DRG14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
148,"DRG7,DRG15",0.0,0.0,3.5,3.5,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
149,"DRG7,DRG16",0.0,0.0,3.5,3.5,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
150,"DRG7,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
151,"DRG7,DRG18",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
152,"DRG7,DRG19",2.0,2.0,3.5,3.5,2.0,2.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
153,"DRG7,DRG20",0.5,0.5,3.5,3.5,0.5,0.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
154,"DRG7,DRG21",0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
155,"DRG7,DRG22",0.0,0.0,1.5,1.5,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
156,"DRG7,DRG23",0.0,0.0,3.5,3.5,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
157,"DRG7,DRG24",1.0,1.0,3.5,3.5,1.0,1.0,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
158,"DRG7,DRG25",0.0,0.0,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
159,"DRG7,DRG26",0.0,0.0,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
160,"DRG7,DRG27",0.5,0.5,3.5,3.5,0.5,0.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
161,"DRG8,DRG9",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
162,"DRG8,DRG10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
163,"DRG8,DRG11",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
164,"DRG8,DRG12",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
165,"DRG8,DRG13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
166,"DRG8,DRG14",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
167,"DRG8,DRG15",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
168,"DRG8,DRG16",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
169,"DRG8,DRG17",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
170,"DRG8,DRG18",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
171,"DRG8,DRG19",8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
172,"DRG8,DRG20",10.5,10.5,10.5,10.5,10.5,10.5,0.5,0.5,0.5,0.5,3.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
173,"DRG8,DRG21",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
174,"DRG8,DRG22",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
175,"DRG8,DRG23",1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
176,"DRG8,DRG24",8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,3.5,3.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
177,"DRG8,DRG25",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
178,"DRG8,DRG26",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
179,"DRG8,DRG27",8.0,8.0,8.0,8.0,8.0,8.0,0.5,0.5,0.5,0.5,3.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
180,"DRG9,DRG10",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
181,"DRG9,DRG11",6.5,6.5,6.5,6.5,6.5,6.5,3.5,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
182,"DRG9,DRG12",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
183,"DRG9,DRG13",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
184,"DRG9,DRG14",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
185,"DRG9,DRG15",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
186,"DRG9,DRG16",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
187,"DRG9,DRG17",6.5,6.5,6.5,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
188,"DRG9,DRG18",6.5,6.5,6.5,6.5,6.5,6.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
189,"DRG9,DRG19",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,2.0,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
190,"DRG9,DRG20",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
191,"DRG9,DRG21",8.5,8.5,8.5,8.5,8.5,8.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
192,"DRG9,DRG22",8.5,8.5,8.5,8.5,8.5,8.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
193,"DRG9,DRG23",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
194,"DRG9,DRG24",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,6.5,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
195,"DRG9,DRG25",6.5,6.5,6.5,6.5,6.5,6.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
196,"DRG9,DRG26",6.5,6.5,6.5,6.5,6.5,6.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,5.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
197,"DRG9,DRG27",8.5,8.5,8.5,8.5,8.5,8.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
198,"DRG10,DRG11",0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
199,"DRG10,DRG12",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
200,"DRG10,DRG13",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
201,"DRG10,DRG14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
202,"DRG10,DRG15",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
203,"DRG10,DRG16",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
204,"DRG10,DRG17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
205,"DRG10,DRG18",1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
206,"DRG10,DRG19",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.0,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
207,"DRG10,DRG20",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,0.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
208,"DRG10,DRG21",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.5
209,"DRG10,DRG22",2.5,2.5,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,6.5,6.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5
210,"DRG10,DRG23",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5
211,"DRG10,DRG24",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,1.0,1.0,1.0,1.0,6.5,6.5,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5
212,"DRG10,DRG25",3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.0,0.5,0.5
213,"DRG10,DRG26",3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,5.0,5.0,0.5,1.5,1.5,1.5,1.0,1.0,0.5,0.0,0.5
214,"DRG10,DRG27",4.5,4.5,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,0.5,0.5,0.5,0.5,6.5,6.5,0.5,2.0,2.0,2.0,1.5,1.5,1.0,0.5,0.5
215,"DRG11,DRG12",6.5,6.5,6.5,6.5,6.5,6.5,3.5,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
216,"DRG11,DRG13",0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
217,"DRG11,DRG14",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
218,"DRG11,DRG15",6.5,6.5,6.5,6.5,6.5,6.5,3.5,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
219,"DRG11,DRG16",0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
220,"DRG11,DRG17",8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
221,"DRG11,DRG18",8.0,8.0,8.0,8.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5,0.5,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5
222,"DRG11,DRG19",8.0,8.0,8.0,8.0,8.0,8.0,3.5,2.0,2.0,3.5,3.5,3.5,3.5,3.5,3.5,6.5,6.5,6.5,3.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
223,"DRG11,DRG20",10.5,10.5,10.5,10.5,10.5,10.5,3.5,0.5,0.5,3.5,3.5,3.5,0.5,0.5,0.5,8.5,8.5,8.5,0.5,3.5,3.5,3.5,1.5,1.5,0.5,0.5,0.5
