,drug vector,condensed weight
41,0 1 0 1 0 0 1,47.45768664650909
42,0 1 0 1 0 1 0,61.92420793169837
43,0 1 0 1 0 1 1,61.92420793169837
44,0 1 0 1 1 0 0,63.56757205482776
45,0 1 0 1 1 0 1,60.98614618820623
46,0 1 0 1 1 1 0,72.95265949124997
47,0 1 0 1 1 1 1,72.95265949124997
48,0 1 1 0 0 0 0,17.65171664021916
49,0 1 1 0 0 0 1,15.82412459809897
50,0 1 1 0 0 1 0,21.215265693696338
51,0 1 1 0 0 1 1,21.215265693696338
52,0 1 1 0 1 0 0,26.3420381291128
53,0 1 1 0 1 0 1,25.28520206003212
54,0 1 1 0 1 1 0,30.154630123340116
55,0 1 1 0 1 1 1,30.154630123340116
56,0 1 1 1 0 0 0,56.43472680308685
57,0 1 1 1 0 0 1,49.5668887831698
58,0 1 1 1 0 1 0,63.73072710960125
59,0 1 1 1 0 1 1,63.73072710960125
60,0 1 1 1 1 0 0,64.24733156874703
61,0 1 1 1 1 0 1,61.64132069387195
62,0 1 1 1 1 1 0,73.3709239173816
63,0 1 1 1 1 1 1,73.3709239173816
64,1 0 0 0 0 0 0,17.65171664021916
65,1 0 0 0 0 0 1,15.82412459809897
66,1 0 0 0 0 1 0,21.215265693696338
67,1 0 0 0 0 1 1,21.215265693696338
68,1 0 0 0 1 0 0,26.3420381291128
69,1 0 0 0 1 0 1,25.28520206003212
70,1 0 0 0 1 1 0,30.154630123340116
71,1 0 0 0 1 1 1,30.154630123340116
72,1 0 0 1 0 0 0,56.43472680308685
73,1 0 0 1 0 0 1,49.5668887831698
74,1 0 0 1 0 1 0,63.73072710960125
75,1 0 0 1 0 1 1,63.73072710960125
76,1 0 0 1 1 0 0,64.24733156874703
77,1 0 0 1 1 0 1,61.64132069387195
78,1 0 0 1 1 1 0,73.3709239173816
79,1 0 0 1 1 1 1,73.3709239173816
80,1 0 1 0 0 0 0,25.766685078815705
81,1 0 1 0 0 0 1,23.48602645602317
82,1 0 1 0 0 1 0,30.00488507306856
83,1 0 1 0 0 1 1,30.00488507306856
84,1 0 1 0 1 0 0,33.03554609050476
85,1 0 1 0 1 0 1,31.728070651566576
86,1 0 1 0 1 1 0,37.541946174796216
87,1 0 1 0 1 1 1,37.541946174796216
88,1 0 1 1 0 0 0,58.4082324656209
89,1 0 1 1 0 0 1,52.08158391310317
90,1 0 1 1 0 1 0,65.8431221044767
91,1 0 1 1 0 1 1,65.8431221044767
92,1 0 1 1 1 0 0,65.01489468357178
93,1 0 1 1 1 0 1,62.380148084763995
94,1 0 1 1 1 1 0,73.83676193091293
95,1 0 1 1 1 1 1,73.83676193091293
96,1 1 0 0 0 0 0,17.65171664021916
97,1 1 0 0 0 0 1,15.82412459809897
98,1 1 0 0 0 1 0,21.215265693696338
99,1 1 0 0 0 1 1,21.215265693696338
100,1 1 0 0 1 0 0,26.3420381291128
101,1 1 0 0 1 0 1,25.28520206003212
102,1 1 0 0 1 1 0,30.154630123340116
103,1 1 0 0 1 1 1,30.154630123340116
104,1 1 0 1 0 0 0,56.43472680308685
105,1 1 0 1 0 0 1,49.5668887831698
106,1 1 0 1 0 1 0,63.73072710960125
107,1 1 0 1 0 1 1,63.73072710960125
108,1 1 0 1 1 0 0,64.24733156874703
109,1 1 0 1 1 0 1,61.64132069387195
110,1 1 0 1 1 1 0,73.3709239173816
111,1 1 0 1 1 1 1,73.3709239173816
112,1 1 1 0 0 0 0,25.766685078815705
113,1 1 1 0 0 0 1,23.48602645602317
114,1 1 1 0 0 1 0,30.00488507306856
115,1 1 1 0 0 1 1,30.00488507306856
116,1 1 1 0 1 0 0,33.03554609050476
117,1 1 1 0 1 0 1,31.728070651566576
118,1 1 1 0 1 1 0,37.541946174796216
119,1 1 1 0 1 1 1,37.541946174796216
120,1 1 1 1 0 0 0,58.4082324656209
121,1 1 1 1 0 0 1,52.08158391310317
122,1 1 1 1 0 1 0,65.8431221044767
123,1 1 1 1 0 1 1,65.8431221044767
124,1 1 1 1 1 0 0,65.01489468357178
125,1 1 1 1 1 0 1,62.380148084763995
126,1 1 1 1 1 1 0,73.83676193091293
127,1 1 1 1 1 1 1,73.83676193091293
